,,,,,,,,,,,,,,,,,,,,,,,,,
,,Device history data,,,,,,,,,,,,,,,,,,,,,,,
,Device,TMM 12026-3 I   HBC-SERIES,,,,,,,,,,,,,,,,,,,,,,,
,Type,HBC-Series,,,,,,,,,,,,,,,,,,,,,,,
,Firmware,5.75,,,,,,,,,,,,,,,,,,,,,,,
,Serial number,52FF6D066571525319151687,,,,,,,,,,,,,,,,,,,,,,,
,Created,"27/02/2024, 12:22",,MGM ProTool v3.5.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Time,Input voltage,Input current,Motor revolutions WRONG ,Motor revolutions,Controller temperature,Peak current,Battery internal voltage,Main bus voltage,Input request,Incoming power,Cruising speed (car),Motor temperature,Battery temperature,Output power,Automatic regulation,I*T fuse,Low voltage,High current,ESC overheated,Motor overheated,Battery overheated,HW current fuse,HW overvoltage/undervoltage,Pulse current
,,[V],[A],[x100rpm],[x100rpm],[°C],[A],[V],[V],[%],[W],[km/h],[°C],[°C],[%],,,,,,,,,,[A]
,1m 11s 600ms,14.816,35.7,75.1,105.14,45,102,15.756,10.318,57.843,530,70.5,17,0,57.843,0,0,0,0,0,0,0,0,0,62.3
,1m 11s 700ms,14.746,36.1,75.4,105.56,45,107,15.826,10.318,57.843,530,70.8,17,0,57.843,0,0,0,0,0,0,0,0,0,63
,1m 11s 800ms,14.816,35.7,75.3,105.42,46,108,15.721,10.318,56.863,530,70.7,17,0,56.863,0,0,0,0,0,0,0,0,0,63.3
,1m 11s 900ms,14.938,33.9,74.9,104.86,45,108,15.756,10.364,56.863,510,70.4,17,0,56.863,0,0,0,0,0,0,0,0,0,60.2
,1m 12s,14.851,32.4,74.1,103.74,45,103,15.721,10.318,55.882,480,69.6,17,0,55.882,0,0,0,0,0,0,0,0,0,58.5
,1m 12s 100ms,14.92,33,73.3,102.62,45,99,15.756,10.364,54.902,490,68.9,17,0,54.902,0,0,0,0,0,0,0,0,0,60.6
,1m 12s 200ms,14.851,31.8,73.1,102.34,45,109,15.704,10.318,54.902,470,68.7,17,0,54.902,0,0,0,0,0,0,0,0,0,58.4
,1m 12s 300ms,14.938,32,73,102.2,46,102,15.913,10.364,53.922,480,68.6,17,0,53.922,0,0,0,0,0,0,0,0,0,59.9
,1m 12s 400ms,14.938,31.1,71.9,100.66,46,106,15.739,10.318,53.922,460,67.5,17,0,53.922,0,0,0,0,0,0,0,0,0,58.2
,1m 12s 500ms,14.938,29.8,71.7,100.38,45,105,15.756,10.318,52.941,440,67.3,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 12s 600ms,14.938,30.6,71.5,100.1,45,104,15.704,10.318,52.941,460,67.2,17,0,52.941,0,0,0,0,0,0,0,0,0,58.3
,1m 12s 700ms,14.99,29.5,70.9,99.26,45,103,15.773,10.318,52.941,440,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 12s 800ms,14.955,29.3,71.3,99.82,46,99,15.791,10.318,52.941,440,67,17,0,52.941,0,0,0,0,0,0,0,0,0,55.8
,1m 12s 900ms,14.973,29.5,71.4,99.96,45,103,15.756,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 13s,14.92,30.6,70.9,99.26,46,101,15.878,10.318,52.941,460,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,58.3
,1m 13s 100ms,14.92,29.8,71.4,99.96,46,104,15.826,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 13s 200ms,14.92,29.5,71.4,99.96,46,103,15.756,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 13s 300ms,15.112,29.3,71,99.4,46,101,15.739,10.318,52.941,440,66.7,17,0,52.941,0,0,0,0,0,0,0,0,0,55.8
,1m 13s 400ms,14.973,30.2,70.9,99.26,45,98,15.791,10.364,52.941,450,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 13s 500ms,14.938,29.7,71.4,99.96,45,100,15.756,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 13s 600ms,15.007,29.8,71.4,99.96,45,103,15.808,10.318,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 13s 700ms,15.077,30.2,71.3,99.82,45,103,15.773,10.364,52.941,450,67,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 13s 800ms,15.007,29.5,71,99.4,45,102,15.791,10.318,52.941,440,66.7,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 13s 900ms,14.99,31.1,71.4,99.96,45,105,15.93,10.318,52.941,460,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,59.3
,1m 14s,15.112,28.9,71.4,99.96,45,98,15.791,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,55.1
,1m 14s 100ms,14.955,29.5,71.3,99.82,46,102,15.721,10.318,52.941,440,67,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 14s 200ms,15.025,30.4,70.9,99.26,46,96,15.808,10.364,52.941,460,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,57.9
,1m 14s 300ms,14.92,29.5,70.9,99.26,46,103,15.704,10.318,52.941,440,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 14s 400ms,15.112,29.7,70.9,99.26,45,104,15.634,10.318,52.941,450,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 14s 500ms,14.99,30.4,71.3,99.82,46,102,15.686,10.318,52.941,450,67,17,0,52.941,0,0,0,0,0,0,0,0,0,57.9
,1m 14s 600ms,15.06,29.7,71.3,99.82,45,102,15.861,10.364,52.941,450,67,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 14s 700ms,14.955,29.5,71.4,99.96,45,102,15.791,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 14s 800ms,14.624,29.7,71.4,99.96,46,104,15.739,10.318,52.941,430,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 14s 900ms,14.955,30.2,71.4,99.96,46,104,15.878,10.318,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 15s,14.938,29.7,71.4,99.96,45,100,15.773,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 15s 100ms,14.955,29.8,71.5,100.1,45,103,15.721,10.318,52.941,440,67.2,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 15s 200ms,14.903,30.6,71.7,100.38,45,100,15.791,10.318,52.941,450,67.3,17,0,52.941,0,0,0,0,0,0,0,0,0,58.3
,1m 15s 300ms,14.99,30.9,71.4,99.96,45,103,15.826,10.318,52.941,460,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,58.9
,1m 15s 400ms,14.868,30.2,71,99.4,45,103,15.808,10.318,52.941,450,66.7,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 15s 500ms,14.99,30.4,71.4,99.96,46,100,15.791,10.318,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,57.9
,1m 15s 600ms,15.007,29.5,70.9,99.26,45,100,15.721,10.318,52.941,440,66.6,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 15s 700ms,14.99,29.8,71.5,100.1,44,105,15.808,10.318,52.941,450,67.2,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 15s 800ms,15.025,30.4,71,99.4,46,104,15.913,10.318,52.941,460,66.7,17,0,52.941,0,0,0,0,0,0,0,0,0,57.9
,1m 15s 900ms,14.903,30,71.4,99.96,46,102,15.791,10.318,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,57.2
,1m 16s,14.92,30.2,71.4,99.96,47,97,15.808,10.364,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 16s 100ms,14.886,29.5,71.4,99.96,46,104,15.756,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 16s 200ms,14.973,29.5,71.4,99.96,46,104,15.826,10.318,52.941,440,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,56.2
,1m 16s 300ms,15.007,28.9,71.3,99.82,47,102,15.756,10.318,52.941,430,67,17,0,52.941,0,0,0,0,0,0,0,0,0,55.1
,1m 16s 400ms,15.025,29.8,71.3,99.82,46,105,15.826,10.318,52.941,450,67,17,0,52.941,0,0,0,0,0,0,0,0,0,56.8
,1m 16s 500ms,15.129,31.1,71,99.4,47,103,15.913,10.364,52.941,470,66.7,17,0,52.941,0,0,0,0,0,0,0,0,0,59.3
,1m 16s 600ms,15.129,30,71.4,99.96,46,100,15.773,10.318,52.941,450,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,57.2
,1m 16s 700ms,15.025,29.7,71.3,99.82,46,101,15.982,10.318,52.941,440,67,17,0,52.941,0,0,0,0,0,0,0,0,0,56.6
,1m 16s 800ms,15.042,30.2,71.3,99.82,46,103,15.791,10.318,52.941,450,67,17,0,52.941,0,0,0,0,0,0,0,0,0,57.6
,1m 16s 900ms,14.973,30.9,71.4,99.96,46,103,15.843,10.318,52.941,460,67.1,17,0,52.941,0,0,0,0,0,0,0,0,0,58.9
,1m 17s,14.99,29.7,71,99.4,46,101,15.686,10.318,51.961,440,66.7,17,0,51.961,0,0,0,0,0,0,0,0,0,57.7
,1m 17s 100ms,15.007,29.1,71.3,99.82,46,103,15.704,10.364,51.961,440,67,17,0,51.961,0,0,0,0,0,0,0,0,0,56.5
,1m 17s 200ms,15.077,28,70.1,98.14,46,99,15.826,10.318,50.98,420,65.8,17,0,50.98,0,0,0,0,0,0,0,0,0,55.4
,1m 17s 300ms,15.077,28.3,69.7,97.58,46,97,15.826,10.318,50,420,65.5,17,0,50,0,0,0,0,0,0,0,0,0,57.1
,1m 17s 400ms,15.06,27.4,69.4,97.16,47,97,15.895,10.318,49.02,410,65.2,17,0,49.02,0,0,0,0,0,0,0,0,0,56.4
,1m 17s 500ms,15.025,25.8,68.7,96.18,47,97,15.704,10.364,49.02,390,64.5,17,0,49.02,0,0,0,0,0,0,0,0,0,53.1
,1m 17s 600ms,15.147,25.8,68.4,95.76,47,96,15.878,10.318,48.039,390,64.2,17,0,48.039,0,0,0,0,0,0,0,0,0,54.2
,1m 17s 700ms,15.06,26.9,68.3,95.62,47,93,15.843,10.318,48.039,400,64.2,17,0,48.039,0,0,0,0,0,0,0,0,0,56.5
,1m 17s 800ms,14.938,26.2,68,95.2,47,95,15.93,10.318,48.039,390,63.9,17,0,48.039,0,0,0,0,0,0,0,0,0,55
,1m 17s 900ms,15.077,25.8,67.9,95.06,47,93,15.826,10.318,48.039,390,63.8,17,0,48.039,0,0,0,0,0,0,0,0,0,54.2
,1m 18s,15.077,25.8,67.8,94.92,47,96,15.878,10.318,48.039,390,63.7,17,0,48.039,0,0,0,0,0,0,0,0,0,54.2
,1m 18s 100ms,15.06,26.2,68.2,95.48,47,95,15.739,10.318,48.039,390,64.1,17,0,48.039,0,0,0,0,0,0,0,0,0,55
,1m 18s 200ms,15.216,25.4,67.9,95.06,46,93,15.791,10.318,48.039,380,63.8,17,0,48.039,0,0,0,0,0,0,0,0,0,53.3
,1m 18s 300ms,15.077,25.6,67.8,94.92,46,95,15.826,10.318,48.039,380,63.7,17,0,48.039,0,0,0,0,0,0,0,0,0,53.8
,1m 18s 400ms,15.164,25.8,67.8,94.92,46,95,15.843,10.318,48.039,390,63.7,17,0,48.039,0,0,0,0,0,0,0,0,0,54.2
,1m 18s 500ms,15.147,25.4,67.7,94.78,45,94,15.913,10.318,47.059,380,63.6,17,0,47.059,0,0,0,0,0,0,0,0,0,54.5
,1m 18s 600ms,15.199,25,67.1,93.94,46,88,15.913,10.318,47.059,380,63,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 18s 700ms,15.094,25,67,93.8,46,95,15.878,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 18s 800ms,15.129,24.9,67,93.8,46,95,15.808,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.4
,1m 18s 900ms,15.077,25,67,93.8,47,92,15.895,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 19s,15.077,25.8,67,93.8,47,94,15.739,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,55.3
,1m 19s 100ms,15.112,25,67,93.8,47,95,15.826,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 19s 200ms,15.286,24.9,66.9,93.66,48,99,15.878,10.318,47.059,380,62.8,17,0,47.059,0,0,0,0,0,0,0,0,0,53.4
,1m 19s 300ms,15.164,25,67,93.8,48,95,15.843,10.364,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 19s 400ms,15.199,25.2,66.9,93.66,47,92,15.965,10.318,47.059,380,62.8,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 19s 500ms,15.269,25.4,66.9,93.66,46,93,15.861,10.318,47.059,390,62.8,17,0,47.059,0,0,0,0,0,0,0,0,0,54.5
,1m 19s 600ms,15.112,24.7,67,93.8,45,95,15.878,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53
,1m 19s 700ms,15.129,25.6,66.9,93.66,47,95,15.826,10.318,47.059,390,62.8,17,0,47.059,0,0,0,0,0,0,0,0,0,54.9
,1m 19s 800ms,15.164,25,67,93.8,46,95,15.826,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 19s 900ms,15.129,24.5,66.9,93.66,47,94,15.53,10.318,47.059,370,62.8,17,0,47.059,0,0,0,0,0,0,0,0,0,52.5
,1m 20s,15.251,24.7,67,93.8,47,92,15.895,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53
,1m 20s 100ms,15.094,25.2,67,93.8,46,91,15.826,10.364,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 20s 200ms,15.147,25,67.1,93.94,46,92,15.773,10.318,47.059,380,63,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 20s 300ms,15.286,25.8,67,93.8,47,95,15.808,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,55.3
,1m 20s 400ms,15.094,25.4,67,93.8,47,96,15.843,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54.5
,1m 20s 500ms,15.094,25,67.1,93.94,48,90,15.843,10.318,47.059,380,63,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 20s 600ms,15.269,25.2,67,93.8,47,96,15.948,10.364,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 20s 700ms,15.182,25.2,67.4,94.36,47,96,15.878,10.318,47.059,380,63.3,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 20s 800ms,15.112,25.2,67.4,94.36,47,97,15.93,10.318,47.059,380,63.3,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 20s 900ms,15.164,25.2,67.1,93.94,47,94,15.791,10.273,47.059,380,63,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 21s,15.251,25.4,67,93.8,47,95,15.861,10.364,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54.5
,1m 21s 100ms,15.216,25.2,67,93.8,48,96,15.878,10.364,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 21s 200ms,15.182,25.6,67,93.8,48,94,15.843,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54.9
,1m 21s 300ms,15.164,25.6,67,93.8,47,97,15.895,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54.9
,1m 21s 400ms,15.182,26,67.1,93.94,47,93,15.843,10.318,47.059,390,63,17,0,47.059,0,0,0,0,0,0,0,0,0,55.7
,1m 21s 500ms,15.164,24.9,67.4,94.36,47,95,16,10.318,47.059,380,63.3,17,0,47.059,0,0,0,0,0,0,0,0,0,53.4
,1m 21s 600ms,15.112,25.2,67.3,94.22,47,95,15.895,10.318,47.059,380,63.2,17,0,47.059,0,0,0,0,0,0,0,0,0,54
,1m 21s 700ms,15.216,25.6,67,93.8,47,94,15.965,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,54.9
,1m 21s 800ms,15.112,25.8,67,93.8,48,95,15.826,10.318,47.059,390,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,55.3
,1m 21s 900ms,15.164,25,67,93.8,47,94,15.808,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.6
,1m 22s,15.199,24.5,67,93.8,47,96,15.843,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,52.5
,1m 22s 100ms,15.216,24.7,67.4,94.36,47,95,15.826,10.318,47.059,370,63.3,17,0,47.059,0,0,0,0,0,0,0,0,0,53
,1m 22s 200ms,15.199,26.2,67.4,94.36,48,98,15.965,10.318,47.059,400,63.3,17,0,47.059,0,0,0,0,0,0,0,0,0,56.2
,1m 22s 300ms,15.182,24.7,67,93.8,48,93,15.861,10.318,47.059,370,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53
,1m 22s 400ms,15.147,24.9,67,93.8,48,95,16.139,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.4
,1m 22s 500ms,15.182,24.9,67,93.8,47,95,15.878,10.318,47.059,380,62.9,17,0,47.059,0,0,0,0,0,0,0,0,0,53.4
,1m 22s 600ms,15.199,24.3,66.9,93.66,47,91,15.861,10.318,46.078,370,62.8,17,0,46.078,0,0,0,0,0,0,0,0,0,53.2
,1m 22s 700ms,15.147,23.4,66.1,92.54,47,89,15.808,10.318,45.098,350,62.1,17,0,45.098,0,0,0,0,0,0,0,0,0,52.3
,1m 22s 800ms,15.408,21.8,64.6,90.44,47,91,15.948,10.318,44.118,330,60.7,17,0,44.118,0,0,0,0,0,0,0,0,0,49.8
,1m 22s 900ms,15.269,21.2,63.7,89.18,47,89,15.878,10.318,44.118,320,59.8,17,0,44.118,0,0,0,0,0,0,0,0,0,48.5
,1m 23s,15.286,20.7,63.5,88.9,47,89,16,10.318,43.137,310,59.6,17,0,43.137,0,0,0,0,0,0,0,0,0,48.4
,1m 23s 100ms,15.269,20.9,63,88.2,47,84,16.017,10.318,43.137,320,59.2,17,0,43.137,0,0,0,0,0,0,0,0,0,48.9
,1m 23s 200ms,15.286,19.6,62.2,87.08,47,81,15.704,10.318,42.157,300,58.4,17,0,42.157,0,0,0,0,0,0,0,0,0,46.9
,1m 23s 300ms,15.286,20.1,61.5,86.1,46,83,15.93,10.318,42.157,300,57.8,17,0,42.157,0,0,0,0,0,0,0,0,0,48.1
,1m 23s 400ms,15.356,19.4,61.5,86.1,46,84,15.808,10.318,42.157,300,57.8,17,0,42.157,0,0,0,0,0,0,0,0,0,46.4
,1m 23s 500ms,15.39,18.8,61.4,85.96,46,84,15.895,10.364,42.157,290,57.7,17,0,42.157,0,0,0,0,0,0,0,0,0,45
,1m 23s 600ms,15.338,19,60.9,85.26,47,82,15.878,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 23s 700ms,15.321,19,60.8,85.12,48,79,15.878,10.318,41.176,290,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 23s 800ms,15.338,19.8,60.8,85.12,47,75,16,10.318,41.176,300,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,48.5
,1m 23s 900ms,15.373,19.6,60.9,85.26,47,83,15.895,10.318,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,48
,1m 24s,15.408,19.4,60.8,85.12,48,83,16.052,10.364,41.176,300,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 24s 100ms,15.356,19.6,61.2,85.68,48,83,16.035,10.364,41.176,300,57.5,17,0,41.176,0,0,0,0,0,0,0,0,0,48
,1m 24s 200ms,15.408,19,60.9,85.26,47,81,15.843,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 24s 300ms,15.408,20,61,85.4,47,82,15.982,10.318,41.176,310,57.3,17,0,41.176,0,0,0,0,0,0,0,0,0,49
,1m 24s 400ms,15.286,19.8,60.9,85.26,48,79,15.965,10.318,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,48.5
,1m 24s 500ms,15.39,19.6,60.9,85.26,48,83,15.948,10.318,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,48
,1m 24s 600ms,15.321,19.8,60.8,85.12,47,83,15.895,10.318,41.176,300,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,48.5
,1m 24s 700ms,15.321,19.4,60.8,85.12,46,80,15.791,10.318,41.176,290,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 24s 800ms,15.495,19.8,60.9,85.26,46,82,15.843,10.318,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,48.5
,1m 24s 900ms,15.303,19.4,60.8,85.12,46,81,15.93,10.318,41.176,290,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 25s,15.373,19,60.9,85.26,47,83,15.861,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 25s 100ms,15.338,19.2,60.9,85.26,48,80,15.948,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,47
,1m 25s 200ms,15.303,19,60.9,85.26,48,81,15.913,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 25s 300ms,15.338,18.8,60.9,85.26,47,80,15.965,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.1
,1m 25s 400ms,15.338,19,60.9,85.26,47,81,15.826,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 25s 500ms,15.373,19,61,85.4,48,82,15.948,10.318,41.176,290,57.3,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 25s 600ms,15.408,19.8,60.9,85.26,48,83,15.982,10.364,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,48.5
,1m 25s 700ms,15.356,19.6,61.2,85.68,48,80,15.895,10.318,41.176,300,57.5,17,0,41.176,0,0,0,0,0,0,0,0,0,48
,1m 25s 800ms,15.356,19.4,61.3,85.82,48,82,15.913,10.364,41.176,300,57.6,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 25s 900ms,15.356,19,61.3,85.82,48,78,15.861,10.318,41.176,290,57.6,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 26s,15.373,19.4,61,85.4,47,82,15.93,10.364,41.176,300,57.3,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 26s 100ms,15.338,19.4,61,85.4,47,84,15.913,10.318,41.176,290,57.3,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 26s 200ms,15.39,19.4,61.3,85.82,47,82,15.93,10.318,41.176,300,57.6,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 26s 300ms,15.286,19.2,60.9,85.26,47,82,15.895,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,47
,1m 26s 400ms,15.338,19.6,60.8,85.12,48,82,15.948,10.318,41.176,300,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,48
,1m 26s 500ms,15.356,18.8,60.9,85.26,48,79,15.948,10.318,41.176,290,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,46.1
,1m 26s 600ms,15.251,20.1,61.2,85.68,48,79,15.982,10.318,41.176,300,57.5,17,0,41.176,0,0,0,0,0,0,0,0,0,49.2
,1m 26s 700ms,15.425,20,61.2,85.68,48,83,15.913,10.318,41.176,310,57.5,17,0,41.176,0,0,0,0,0,0,0,0,0,49
,1m 26s 800ms,15.512,19.4,60.9,85.26,47,81,15.861,10.318,41.176,300,57.2,17,0,41.176,0,0,0,0,0,0,0,0,0,47.5
,1m 26s 900ms,15.425,19.2,61.3,85.82,47,83,15.878,10.318,41.176,290,57.6,17,0,41.176,0,0,0,0,0,0,0,0,0,47
,1m 27s,15.373,19,60.8,85.12,48,81,16.017,10.318,41.176,290,57.1,17,0,41.176,0,0,0,0,0,0,0,0,0,46.5
,1m 27s 100ms,15.356,17.2,59.6,83.44,47,77,15.93,10.318,40.196,260,56,17,0,40.196,0,0,0,0,0,0,0,0,0,43.2
,1m 27s 200ms,15.53,15.5,58,81.2,46,75,15.895,10.318,39.216,240,54.5,17,0,39.216,0,0,0,0,0,0,0,0,0,39.9
,1m 27s 300ms,15.443,15.9,57.3,80.22,47,75,15.965,10.364,38.235,240,53.8,17,0,38.235,0,0,0,0,0,0,0,0,0,41.9
,1m 27s 400ms,15.669,16.1,56.4,78.96,48,74,15.965,10.318,38.235,250,53,17,0,38.235,0,0,0,0,0,0,0,0,0,42.5
,1m 27s 500ms,15.617,15.5,55.9,78.26,48,76,15.913,10.318,37.255,240,52.5,17,0,37.255,0,0,0,0,0,0,0,0,0,42
,1m 27s 600ms,15.547,15.5,55.5,77.7,47,73,15.895,10.318,37.255,240,52.1,17,0,37.255,0,0,0,0,0,0,0,0,0,42
,1m 27s 700ms,15.582,14.6,55,77,47,72,15.965,10.318,37.255,220,51.7,17,0,37.255,0,0,0,0,0,0,0,0,0,39.5
,1m 27s 800ms,15.53,14.8,54.7,76.58,47,74,16.035,10.318,37.255,230,51.4,17,0,37.255,0,0,0,0,0,0,0,0,0,40.1
,1m 27s 900ms,15.599,15.3,54.5,76.3,48,76,15.965,10.318,37.255,240,51.2,17,0,37.255,0,0,0,0,0,0,0,0,0,41.4
,1m 28s,15.53,15,54.5,76.3,48,73,16.087,10.364,37.255,230,51.2,17,0,37.255,0,0,0,0,0,0,0,0,0,40.6
,1m 28s 100ms,15.512,14.8,54.5,76.3,48,75,16.017,10.318,36.275,230,51.2,17,0,36.275,0,0,0,0,0,0,0,0,0,41.2
,1m 28s 200ms,15.634,15.3,54.3,76.02,48,70,15.895,10.318,36.275,240,51,17,0,36.275,0,0,0,0,0,0,0,0,0,42.5
,1m 28s 300ms,15.565,15,54.4,76.16,47,78,16.035,10.318,36.275,230,51.1,17,0,36.275,0,0,0,0,0,0,0,0,0,41.7
,1m 28s 400ms,15.599,14.6,54.2,75.88,47,83,15.948,10.318,36.275,220,50.9,17,0,36.275,0,0,0,0,0,0,0,0,0,40.6
,1m 28s 500ms,15.582,13.7,53.9,75.46,47,77,16.017,10.318,36.275,210,50.6,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 28s 600ms,15.512,14.3,53.5,74.9,47,69,15.895,10.318,36.275,220,50.2,17,0,36.275,0,0,0,0,0,0,0,0,0,39.8
,1m 28s 700ms,15.617,14.5,53.3,74.62,47,79,16,10.318,36.275,220,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,40.3
,1m 28s 800ms,15.565,13.7,53.4,74.76,48,77,15.843,10.364,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,38.1
,1m 28s 900ms,15.599,13.6,53.4,74.76,48,77,15.948,10.318,36.275,210,50.1,17,0,36.275,0,0,0,0,0,0,0,0,0,37.8
